,Model,AILAStatutes,AfriSentiClassification,AlloProfClusteringS2S.v2,AlloprofReranking,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,ArmenianParaphrasePC,BUCC.v2,BelebeleRetrieval,BibleNLPBitextMining,BigPatentClustering.v2,BiorxivClusteringP2P.v2,BornholmBitextMining,BrazilianToxicTweetsClassification,BulgarianStoreReviewSentimentClassfication,CEDRClassification,CLSClusteringP2P.v2,CSFDSKMovieReviewSentimentClassification,CTKFactsNLI,CataloniaTweetClassification,Core17InstructionRetrieval,CovidRetrieval,CyrillicTurkicLangClassification,CzechProductReviewSentimentClassification,DBpediaClassification,DalajClassification,DiaBlaBitextMining,EstonianValenceClassification,FaroeseSTS,FilipinoShopeeReviewsClassification,FinParaSTS,FinancialPhrasebankClassification,FloresBitextMining,GermanSTSBenchmark,GreekLegalCodeClassification,GujaratiNewsClassification,HALClusteringS2S.v2,HagridRetrieval,IN22GenBitextMining,IndicCrosslingualSTS,IndicGenBenchFloresBitextMining,IndicLangClassification,IndonesianIdClickbaitClassification,IsiZuluNewsClassification,ItaCaseholdClassification,JSICK,KorHateSpeechMLClassification,KorSarcasmClassification,KurdishSentimentClassification,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,MacedonianTweetSentimentClassification,MalteseNewsClassification,MasakhaNEWSClassification,MasakhaNEWSClusteringS2S,MassiveIntentClassification,MedrxivClusteringP2P.v2,MultiEURLEXMultilabelClassification,MultiHateClassification,NTREXBitextMining,NepaliNewsClassification,News21InstructionRetrieval,NollySentiBitextMining,NordicLangClassification,NorwegianCourtsBitextMining,NusaParagraphEmotionClassification,NusaTranslationBitextMining,NusaX-senti,NusaXBitextMining,OdiaNewsClassification,OpusparcusPC,PAC,PawsXPairClassification,PlscClusteringP2P.v2,PoemSentimentClassification,PolEmo2.0-OUT,PpcPC,PunjabiNewsClassification,RTE3,Robust04InstructionRetrieval,RomaniBibleClustering,RuBQReranking,SCIDOCS,SIB200ClusteringS2S,SICK-R,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSB,STSBenchmark,STSES,ScalaClassification,SemRel24STS,SentimentAnalysisHindi,SinhalaNewsClassification,SiswatiNewsClassification,SlovakMovieReviewSentimentClassification,SpartQA,SprintDuplicateQuestions,StackExchangeClustering.v2,StackOverflowQA,StatcanDialogueDatasetRetrieval,SwahiliNewsClassification,SwednClusteringP2P,SwissJudgementClassification,T2Reranking,TERRa,TRECCOVID,Tatoeba,TempReasonL1,ToxicConversationsClassification,TswanaNewsClassification,TweetTopicSingleClassification,TwitterHjerneRetrieval,TwitterURLCorpus,VoyageMMarcoReranking,WebLINXCandidatesReranking,WikiCitiesClustering,WikiClusteringP2P.v2,WikipediaRerankingMultilingual,WikipediaRetrievalMultilingual,WinoGrande,XNLI,indonli
38,multilingual-e5-base,20.371,43.80231465026481,34.113189750612364,65.89715207937977,74.33401424126785,56.683136606944075,56.115055587125106,44.206,93.6790154244407,98.32702432332955,70.72227925531915,13.996840433941928,33.36996076385371,38.867753499529094,33.21808524808525,19.8388671875,69.3956043956044,42.32199787460149,38.97945884669019,31.997070312499996,78.24458549656495,49.19375,0.6114242835247392,73.482,49.609375,54.49707031249999,87.099609375,49.75225225225225,83.46846148516296,41.23471882640587,66.32589857661965,34.19921875,22.72335634612951,82.09363957597174,74.55973945233266,81.32822872718026,29.0283203125,74.90895295902882,20.560850388912005,98.76599999999999,74.12770701267871,41.11388999826918,87.55012048890468,22.861134854362547,60.058771506305106,31.476063829787233,61.53846153846153,81.22589759302916,8.924889543446245,54.70703125000001,76.40664318067438,38.25,88.968,62.76438888888889,70.24126530612244,60.63213345039509,25.75097953852852,73.8493654913021,39.41257535325063,54.17837825100603,33.508773965624535,3.9735652173913047,59.51,84.90554151366932,89.35546875,-1.1437673339867032,63.40499424698008,75.85333333333334,89.54678362573098,38.301886855471594,63.51884057936822,68.75625,68.01095412477434,77.28424148535062,92.75231752459786,70.86591369823341,52.46310056085185,70.68204996394601,46.65247252747253,43.92712550607287,88.02438485182167,80.70063694267517,87.25055958403448,-7.429595342940718,40.408297243123215,72.01216785249704,17.168,21.623275261146016,78.51396550478343,76.69682068361314,78.02330106775197,76.59646479642242,88.15964513683959,78.3495220311829,64.60216150229415,80.68840851794232,85.6393074887954,81.63465862445543,50.919189453125,61.486457091402826,64.6438392680999,65.78125,47.0,64.62890625,7.914000000000001,93.01551354758207,44.5731971756278,85.113,13.721,62.56835937500001,35.25218788316018,56.44293593039112,64.86420736157056,54.98367488012741,69.492,68.05819069367823,0.7230000000000001,64.3310546875,41.02669404517454,67.44240992321322,42.163000000000004,85.48080278022832,63.4995917570887,7.048566712813642,79.87175879554366,25.02530930365376,87.73647652116402,88.75087500000001,56.177,71.83810263243761,50.96618305531675
39,voyage-3-lite,35.032999999999994,41.6541,46.0873,75.0166,64.6352625,56.8291,55.171099999999996,60.138999999999996,95.2588,96.477375,71.11597340425531,7.592161473429951,33.7128,40.031499999999994,40.006,19.6729,63.131899999999995,37.561099999999996,37.8802,32.7881,73.7435,49.402925,0.41019999999999995,74.909,41.997099999999996,53.168899999999994,91.2109,50.0,70.1092,41.6626,76.202,29.9829,24.1568,79.9205,47.154338730319715,71.53009999999999,36.8457,82.6176,24.757,98.69200000000001,67.52190533596838,31.913058333333332,76.88232758620688,32.3424,63.0673,24.0559,68.3258,78.0621,8.218,57.851600000000005,74.2174,84.75,94.528,48.65950000000001,68.4669387755102,58.349399999999996,30.417899999999996,73.62516875,42.9780375,56.56881862745098,36.3005,,58.912727272727274,70.10127599164927,94.917,0.1284,35.8185,48.9233,92.54390000000001,40.05657,63.57760909090909,65.78958333333334,51.849081818181816,79.2925,93.37419166666666,70.35329999999999,54.54705,70.77,52.3054,41.9838,85.1091,80.5096,86.02374999999999,-4.0619000000000005,39.3129,67.8469,19.119,29.45327005076142,76.6482,70.758,76.5052,71.9166,81.1019,73.04648181818183,68.5241611111111,67.58794999999999,78.56030000000001,80.5674,50.880125,64.08604166666666,53.060399999999994,73.208,61.875,64.9268,0.45199999999999996,89.4701,56.2448,89.412,28.27925,62.304700000000004,36.95465,55.346399999999996,65.3961,52.681900000000006,76.499,61.92001517857142,1.849,61.860400000000006,36.0164,71.2286,72.655,84.0877,55.172399999999996,10.286166666666666,82.85040000000001,27.813935714285716,88.03859375,89.11274999999999,41.167,62.0543,49.3848
40,voyage-3,42.489,42.68479166666666,45.564,84.6541,61.511225,55.69499999999999,56.954800000000006,60.955999999999996,96.3822,96.68594999999999,76.53593882978723,8.564751086956521,,39.4713,34.8379,18.2471,60.989000000000004,36.174299999999995,34.746300000000005,37.1826,75.44105,50.91697500000001,1.4483,88.471,38.3643,48.6377,88.9014,49.9662,71.898,40.3667,72.5055,33.3911,22.51015,81.621,51.927294477446154,73.05865,,87.6328,28.793999999999997,98.61999999999999,74.08807470355731,41.62885833333333,80.08771637931035,25.1693,60.97749999999999,25.6915,66.5158,71.7563,8.6352,57.251,71.0367,94.75,94.543,57.66877777777778,75.68997959183675,57.014900000000004,29.0248,72.383925,40.07635,54.513840196078434,35.1939,,60.62545454545455,71.10175438413361,92.3779,4.5874,31.324,47.1333,90.7895,45.85399,58.423627272727266,65.99583333333334,48.91163636363636,81.2839,93.61134999999999,68.4738,58.04987857142857,70.0728,47.22435,42.6113,88.1605,,87.44675,-1.9968,40.690799999999996,72.6014,21.429000000000002,29.25351878172589,79.6314,69.5154,80.5623,73.32509999999999,80.3908,76.24326363636364,71.88099444444444,66.569,79.5318,72.5128,50.5774,64.66249166666667,54.5921,73.9844,62.625,74.82910000000001,10.728,90.1969,52.7743,94.33500000000001,49.17075,60.07320000000001,26.110999999999997,56.3392,65.271,52.04410000000001,80.46,62.23189553571429,1.233,60.7275,37.4538,68.7419,85.735,83.6063,60.3784,9.110466666666667,83.6926,26.86537857142857,88.16955625,89.7291875,67.744,61.84222857142857,51.2505
41,multilingual-e5-small,19.011,42.35811817171707,30.8775,64.41,70.62076666666667,52.699,53.8085,39.088,93.56017363089472,97.410275,66.2927579787234,12.314114251207728,28.5455,36.5442,43.885200000000005,18.8134765625,57.63740000000001,40.39319872476089,39.062386542049644,27.2754,77.04984999999999,48.416250000000005,-0.2604,72.821,43.3447265625,50.722699999999996,87.1191,50.16890000000001,81.9182,39.6822,68.75986547897475,33.21044921875,20.1573,78.1935,69.74510489471652,80.88415,32.64645,74.39301972685888,18.134700000000002,98.545,73.78393130497103,40.7610804886912,86.7035981875033,17.026102965349462,58.21053045688125,29.70744680851064,65.9276,81.91859775104572,8.664702994599901,55.224609375,78.55561147458478,38.25,89.474,60.0925,65.1281224489796,54.26690079016681,22.6687,73.39089251030168,38.499745229054234,51.581926470588236,34.34933017832063,4.352434782608696,58.726363636363644,83.5831617954071,90.25390625,0.5420999999999999,54.913250000000005,72.15,93.2018,37.54597919941226,77.20125454545456,65.64791666666666,59.820736363636364,78.27287702745954,92.537175,70.48363741673907,51.66425,69.25391013905151,45.548100000000005,23.805699999999998,86.80035031263765,78.85350318471338,86.577475,-7.622199999999999,40.3885,71.45735496700823,13.896,35.3353,78.6312,78.0543,77.4714,77.5423,87.4871,87.1582,65.8568888888889,79.89751303227138,83.5893,78.91932955319723,50.67626953124999,60.36111365669513,62.60877896275352,68.0517578125,49.375,60.72265624999999,5.431,93.57910000000001,50.206300000000006,81.94200000000001,10.32975,61.25976562499999,36.38409599342687,53.92278821669502,65.71861403728477,57.510465798488084,72.287,68.94057410714287,0.795,63.5254,39.65092402464066,66.20200826934436,29.358,85.86449999999999,63.48999819232641,10.267979781014269,74.83842227303151,24.993983463149455,87.21600000000001,88.66199999999999,37.464,70.01598169834591,50.88761978963038
42,USER-bge-m3,26.69,41.73231666666666,38.3264,73.2505,67.443825,54.13210000000001,50.62370000000001,49.951,83.1121,97.18046414963631,91.67266666666666,98.99088541666667,28.8615,35.074600000000004,42.4397,18.2666,73.1319,45.47821466524973,10.962900000000001,36.4795,81.67125,47.943925,0.04,0.121,43.251953125,59.9072,89.1455,49.7523,80.5772,42.1394,71.2514,34.702149999999996,20.504499999999997,83.48060000000001,56.04485661016658,81.95095,4.5337000000000005,46.0546,24.8165,98.76899999999999,13.144811067193677,8.529333333333334,10.380987068965517,13.114600000000001,58.4136,29.6676,64.9321,26.429599999999997,4.2120999999999995,52.168000000000006,59.436299999999996,60.75000000000001,90.594,30.494944444444442,28.441846938775512,64.23179999999999,21.671699999999998,70.06429374999999,38.71046875,33.685697058823536,34.524300000000004,3.3686956521739133,60.275454545454544,69.13743389999655,52.168000000000006,-0.9275,40.428975,40.5333,93.0556,39.996109999999994,72.62184545454545,69.49791666666667,56.48396363636364,60.1912,93.07617499999999,67.5789,54.71025,69.6989,59.91759999999999,50.0,90.2572,64.586,89.26785,-7.0656,40.9126,73.07652815983408,16.154,29.80193829027919,81.0025,81.0964,83.8523,82.1097,88.9983,58.45140909090909,64.01532222222221,9.092799999999999,86.8518,76.92320000000001,50.351575000000004,31.43755833333333,36.6871,37.6221,60.62499999999999,80.8887,7.582,97.241,51.92,79.292,20.33625,60.1709,30.9212,53.9189,56.97370000000001,65.06800747742693,51.01599999999999,93.51666666666667,0.901,69.1943,38.3984,69.13759999999999,21.387,85.7092,18.1332,9.8674,74.88709999999999,26.568807142857143,77.88333125,72.5034375,32.792,88.1088,58.1323
43,snowflake-arctic-embed-m-v2.0,28.114,39.777791666666666,43.8749,76.1181,63.97922499999999,57.53660000000001,51.8794,57.877,93.5735,96.191125,61.30694148936171,6.065508031400966,31.0903,38.1119,43.5714,22.0898,42.912099999999995,34.341100000000004,36.3589,25.092799999999997,71.4956,48.200900000000004,-1.9606999999999999,70.42500000000001,60.722699999999996,46.8164,89.292,49.9887,77.5022,34.058699999999995,63.2482,28.959999999999997,22.919099999999997,73.0124,34.029434304066456,73.8767,22.497600000000002,78.7405,25.484800000000003,98.847,49.638438932806324,30.798949999999998,66.99365258620689,54.367200000000004,60.1535,25.5319,71.3575,80.6935,5.493399999999999,55.0049,61.6004,57.99999999999999,93.523,61.476166666666664,62.3029081632653,54.1879,19.168499999999998,63.99915625,39.08906875,53.30137450980392,35.364200000000004,4.128956521739131,57.79181818181818,56.44909624217118,91.6943,-0.47080000000000005,28.226249999999997,54.0467,91.4474,34.68002,68.78937272727272,61.68333333333334,38.7584,47.613699999999994,88.51690833333333,65.9542,54.320507142857146,70.7064,50.765550000000005,29.0688,84.13340000000001,81.6561,86.173875,-7.5741000000000005,39.6341,69.9125,20.321,18.656862944162437,71.2985,70.6481,77.3886,72.9113,81.8161,66.8058875,69.04341666666667,68.98015,75.9802,80.2475,50.16115,58.910241666666664,51.4592,70.6787,55.75,61.416000000000004,3.746,96.0056,53.989,90.679,21.589,57.583,27.1818,56.18299999999999,67.7812,51.87310000000001,80.342,40.816236607142855,0.985,64.8389,28.0698,63.8512,23.334,85.9584,59.5377,9.261533333333333,81.00070000000001,25.948821428571428,87.42659375000001,87.8250625,66.334,62.96866071428572,48.4427
44,gte-Qwen1.5-7B-instruct,31.461,43.942975000000004,55.30199999999999,75.5628,79.854725,67.25999999999999,63.9121,,90.5094,98.975225,59.946167553191486,9.34515422705314,28.2013,55.757,40.6232,21.5088,68.1319,54.77151965993624,46.3449,33.2129,86.1944,52.2397,8.3726,,62.246100000000006,55.122099999999996,96.0986,50.1239,86.10419999999999,42.6284,67.6476,36.8091,25.3549,77.7871,45.85669072491065,80.9884,10.1904,76.85889999999999,29.9673,98.747,57.59286324110672,23.876891666666666,75.93293275862068,79.6344,60.1414,19.0824,72.3982,70.7808,6.0236,55.7422,62.7378,38.25,94.513,42.85888888888889,70.11052040816325,53.8191,30.8098,69.86899375,46.592943749999996,56.80241078431373,49.515,4.141826086956522,68.42545454545454,67.0075989039666,92.7734,1.8197,32.197075,72.94,92.3977,35.818909999999995,66.6587,65.06666666666666,60.89824545454546,64.1372,95.19259166666667,66.3771,73.25268571428572,72.294,56.842499999999994,47.0445,92.6785,57.5796,90.852175,5.8827,39.097300000000004,70.28418717346855,,32.284908121827414,,,,,,,68.79782222222222,,,72.5065,55.566399999999994,55.27935000000001,57.3431,43.222699999999996,42.875,70.1514,16.955000000000002,,80.5959,91.01700000000001,35.308499999999995,57.2803,48.32445,53.917300000000004,,69.49609366786602,,56.785510714285714,1.8399999999999999,,27.597500000000004,75.1093,64.255,,47.4524,11.768416666666665,90.7419,30.009392857142856,88.35913125,85.80393749999999,64.79899999999999,85.3927,63.8804
45,Cohere-embed-english-v3.0,26.381,40.656391666666664,35.973699999999994,68.26140000000001,67.3393875,62.407599999999995,57.965900000000005,61.521,87.85,34.56462500000001,35.39927925531915,2.710338768115942,36.9059,43.7402,40.8492,19.2969,42.6374,35.5632,18.581400000000002,23.999000000000002,72.92795000000001,48.663250000000005,2.6835,27.82,62.417,45.3516,92.168,50.0788,37.8141,31.2592,68.03099999999999,33.1128,16.153950000000002,81.6784,18.531125156959334,70.95745,7.53175,41.563,24.9005,98.694,8.182389328063241,2.799533333333333,6.658656896551723,49.5894,56.5189,25.651600000000002,66.9683,68.4049,3.3579,52.758799999999994,57.9316,38.5,93.642,23.155333333333335,27.407938775510203,40.6146,24.854200000000002,65.58406875,40.0968875,32.501297058823525,39.9723,2.892608695652174,55.64363636363636,26.56955991649269,58.0176,0.2986,29.873075,58.2033,89.5468,29.87478,69.45585454545454,60.05833333333334,31.962027272727273,54.458600000000004,88.6005,69.1167,53.49203571428571,68.3727,54.5925,26.8219,84.7398,62.6115,86.27575,-3.4913,37.9285,51.3066,20.314,12.030532487309644,81.27177640994141,74.37099514810372,85.20181466598035,80.97859876561874,89.22666720704161,90.3370719075361,60.17488888888889,43.424350000000004,88.54881886307972,75.5994,50.008525000000006,39.991249999999994,39.9234,34.8975,57.75,58.8232,3.743,96.24594126679709,60.5585,89.352,23.5,53.5547,30.29035,54.315400000000004,62.842200000000005,47.6833,81.919,11.297703571428572,1.5070000000000001,72.613,26.8789,68.6119,41.637,86.46378511891255,36.2989,8.4412,81.597,25.803614285714282,76.92875624999999,64.91612500000001,57.935,62.399460714285716,48.0409
46,Arabic-labse-Matryoshka,20.247,46.752658333333336,35.301700000000004,56.0109,72.44965,52.144999999999996,49.5583,41.699000000000005,96.0324,98.47785,62.48619148936171,12.45668713768116,35.7232,31.8139,38.590999999999994,18.691399999999998,62.41759999999999,40.0053,37.8234,29.965799999999998,84.16460000000001,44.36715,1.8312,34.224,34.184599999999996,55.771499999999996,84.4922,49.786,85.8767,42.824,72.92739999999999,33.134750000000004,28.356550000000002,79.8366,61.32878511542549,80.1569,18.96485,75.569,21.694399999999998,96.551,68.04445079051384,55.515475,89.07885086206898,16.5507,57.410799999999995,29.773899999999998,56.4253,73.2819,7.84,56.8604,57.8561,25.5,81.143,23.52761111111111,58.08177551020408,59.0869,29.2643,73.09733750000001,41.6503,58.66345784313726,33.146300000000004,3.9361739130434783,59.30090909090908,85.60843183716075,91.4111,-0.015799999999999998,68.00087500000001,33.5867,91.886,38.38538,70.3272909090909,65.48541666666667,68.32186363636363,72.1566,94.64151666666667,65.8297,54.23213571428571,71.1069,53.353950000000005,37.7328,92.4076,76.1146,88.406275,-7.1328000000000005,39.8228,58.701800000000006,9.626,25.920493401015225,77.03286420274621,79.21432176112556,79.54963868861196,78.84601702652395,85.60821849381648,79.83951818181818,64.48927222222223,78.5123,82.04996129795596,73.136,50.1123,64.90599999999999,61.4641,68.3691,55.50000000000001,64.88770000000001,3.231,90.1768,47.3132,33.733000000000004,6.857,57.094699999999996,29.4678,53.32796666666667,65.403,61.847300000000004,27.311000000000003,76.28335803571427,1.443,66.5918,40.5133,60.962799999999994,27.903,85.10379999999999,37.9366,8.2476,54.1304,26.854642857142856,83.24249375000001,74.4050625,37.632,82.64358214285714,59.18639999999999
47,granite-embedding-278m-multilingual,26.081,40.46595,32.115,73.4146,71.300775,54.7465,54.0382,55.24400000000001,94.40849999999999,98.113525,62.19613829787234,8.288825422705314,29.993100000000002,38.5069,40.543800000000005,18.252,50.3297,34.463300000000004,38.6857,24.7266,71.86765000000001,46.963175,0.42779999999999996,58.044,51.2402,48.1006,88.4277,49.9212,83.2127,34.8533,63.605199999999996,27.75145,12.62055,71.4178,41.132087428764606,79.0032,28.87455,82.959,22.6243,98.61999999999999,54.36345177865613,34.516349999999996,79.21467672413793,27.052100000000003,58.0763,22.7128,71.991,77.1764,8.8071,54.0771,60.0101,38.5,91.316,59.44894444444445,62.98780612244899,53.4328,22.8124,71.00250625,41.7428125,50.3351,35.4313,4.011652173913043,58.76,65.90276205636742,95.1709,0.9166000000000001,35.831125,41.9033,92.6901,32.77176,59.51930909090909,59.36041666666666,44.50346363636364,78.72,91.23376666666667,67.5731,55.21250714285715,70.70840000000001,46.45925,16.7206,83.5082,83.4395,86.700975,-6.6656,39.5346,68.1953,17.721,26.186335025380707,68.7448,75.1911,77.3053,74.9479,86.0174,66.61661249999999,67.85498888888888,74.8993,78.4076,77.9259,50.16605,61.41298333333333,51.113699999999994,75.0732,51.74999999999999,60.1074,10.924,93.50840000000001,53.24529999999999,78.45,30.14,60.2539,31.9708,53.856766666666665,66.9801,56.2551,68.573,56.895595535714286,0.8920000000000001,62.480500000000006,24.5585,69.6751,34.977000000000004,86.1545,56.3562,8.92125,66.2064,26.746235714285717,85.49066875,85.0581875,60.376,64.46697142857143,49.5405
48,stella_en_400M_v5,31.608000000000004,40.361112582922495,42.171193342654256,70.85100526512747,74.14066816397549,63.92483709906334,60.81704622679586,60.9,89.7193448810461,57.705607235587195,36.112074468085105,5.518317172674022,34.60718800921471,54.1196547218052,45.00492063492063,23.2421875,36.26373626373626,33.40595111583421,26.47037819493522,23.7451171875,72.30105655683896,49.18124940478395,1.5288,15.857,48.6572265625,44.130859375,90.8984375,49.808558558558566,68.56360074305447,29.975550122249388,63.41164396990035,28.75244140625,15.533759032122147,75.66696113074205,25.93639651557765,73.0145420472271,8.32275390625,46.00910470409712,24.334929515258086,98.4,10.66991250497489,6.726973228853077,10.088011030738349,40.864290880399764,57.63986515549843,22.114361702127656,68.82352941176471,58.125615488062046,6.764850270004909,54.76562499999999,62.63714141922495,36.0,93.586,10.086611111111111,27.44561224489796,34.64442493415276,24.597300827165867,65.12046772495623,38.71449562428137,26.303650295332393,49.585183072117765,3.0940000000000003,54.618181818181824,35.223315441903864,52.3046875,1.6341999999999999,32.523891953045364,49.14666666666666,89.10818713450293,28.1718386312593,69.75376543337282,58.43958333333333,40.04126437338121,55.98423978271503,88.89128271152296,63.13350709527947,57.90271498093629,67.97400052868933,57.752289377289365,26.842105263157894,81.9670840515333,59.49044585987262,87.1501115423084,-5.2493,38.180118808884586,39.65020561813707,23.224,13.203103747896314,81.4748469518998,81.33552823557412,88.63998125652698,84.7722847346502,90.22928378885277,57.12350981367403,62.002599912535274,44.60396720051284,87.63996146760704,76.84757660305823,50.11108398437501,40.19127189502412,43.90504994014181,39.4189453125,45.12500000000001,57.705078125,4.082,95.6075961598125,77.57900851574055,85.492,41.96475,55.625,32.05965281811596,54.42718756414203,58.73697992352499,48.50687733499515,76.64800000000001,19.980019179540935,0.951,83.9697265625,30.739219712525667,69.77554636739515,27.671,85.70698982748502,26.282614109794967,7.912145330659885,88.84868793238738,26.539169959026726,75.48675264550265,55.54956250000001,40.827999999999996,63.17842174241554,48.62392038960503
49,arabic-english-sts-matryoshka,21.739,45.359024999999995,39.5046,50.993100000000005,69.3604,52.528200000000005,50.487,23.25,96.866,97.25655,53.27529521276596,8.56663466183575,33.4025,32.0096,31.2838,17.8223,63.406600000000005,42.423,38.3742,35.8252,89.9346,43.94242499999999,6.598800000000001,36.527,39.252900000000004,56.4258,87.75880000000001,50.3041,81.09140000000001,44.9511,70.5322,34.68995,25.12725,79.42139999999999,47.175304054380376,82.52345,33.1787,77.7011,23.9225,87.919,64.4490195652174,50.404783333333334,82.43518534482759,16.8433,55.128699999999995,23.563799999999997,53.1674,67.3614,7.4865,56.9531,60.372400000000006,31.0,79.60300000000001,12.28238888888889,52.63552040816327,60.2634,24.471,69.18753749999999,37.795475,59.10321470588236,32.0355,4.3892173913043475,62.14272727272727,72.80772447807932,92.5684,-0.8835000000000001,31.283325,37.506699999999995,91.5205,42.94448,59.34344545454545,66.64375,60.04501818181818,77.6499,94.72080833333334,63.092999999999996,61.52572142857142,74.1802,48.998599999999996,52.449400000000004,94.9791,75.3503,90.05499999999999,-1.5752,39.234,54.2633,6.283999999999999,27.789588324873094,77.9915,78.8377,82.00739999999999,79.3489,85.5924,83.26301664943058,67.05620555555556,81.59925,84.0891,67.7446,50.498050000000006,58.85230833333333,61.5159,70.0244,73.625,77.9932,0.745,81.9392,48.0493,25.085,9.523,58.8818,30.11735,53.9439,64.7111,68.34,22.262,64.26246785714285,0.382,67.4707,22.5051,64.8848,17.373,82.9793,32.1726,8.145666666666667,58.269099999999995,25.859478571428575,79.59485,62.436375,28.725,89.06898214285715,66.4644
50,paraphrase-multilingual-mpnet-base-v2,22.236,42.44547089175059,41.80627407342839,67.20432168620495,72.76652761221295,55.34276670530136,55.16032759428068,48.908,95.38695054156368,97.93115146625337,54.39205585106382,5.896934022959743,22.321962888929793,36.0697590403586,18.182931512931514,22.3046875,55.10989010989012,39.98405951115834,39.25507062183195,32.1875,83.04815730260398,46.4225,-0.04272300749764979,28.852,33.1591796875,55.458984375,89.6533203125,49.98873873873875,80.68516951998163,40.831295843520785,53.296243478420536,27.099609375,25.520348803775217,77.4249116607774,35.16645962764416,84.39918653036128,31.621093749999996,81.93474962063732,25.617174685378362,98.519,47.70783418871968,34.09687373505032,75.95026698450702,17.905187717798672,59.40662989866821,19.88031914893617,71.76470588235293,64.69901497355703,5.905743740795287,55.6005859375,79.24006039255158,7.75,87.617,27.19388888888889,61.162285714285716,63.37137840210711,10.422289943404442,58.96314804196201,37.73332936804355,57.404883098326565,35.773235342706016,3.373391304347826,62.54727272727273,62.49489644808279,93.7109375,0.6136846883424381,23.382655230372933,41.57,87.28070175438597,31.869786508154096,41.471271311820715,61.108333333333334,38.49911346510821,75.70942508435877,95.023104012811,63.76194613379671,53.91658940760971,69.56819740132471,49.81181318681319,19.919028340080974,93.67071378892318,80.19108280254777,89.49319978186635,-3.9861782600946043,37.38663231636226,58.768345860946546,13.965,24.066656169282485,79.62205774287166,77.89525808313972,85.1067656701606,80.80585658408256,87.48018793840922,82.51857092057722,61.675165149669255,82.4449173961031,86.82218476677824,72.79937941549619,50.03662109375,55.39463518408585,60.54665306165084,70.99609375,59.74999999999999,69.599609375,5.686,91.09871555441387,46.235438475977034,43.111,18.9505,50.537109375,30.006062788022202,52.97885666702871,64.49298287723758,64.56662563306175,37.872,62.16878936163452,1.939,65.556640625,19.7741273100616,68.15121086828115,36.681000000000004,85.32492627482752,41.25972661848238,6.339280501459125,61.726554747870374,25.009144351289358,82.18340277777779,71.79181249999999,49.013,83.20187787700871,57.96744667660268
51,Arabic-all-nli-triplet-Matryoshka,19.511,41.536475,37.7244,65.18979999999999,75.0812125,52.660700000000006,52.528600000000004,43.974999999999994,95.1576,98.4229,54.61790691489361,6.517680797101449,20.349700000000002,32.3849,21.5521,18.999,54.83519999999999,38.2891,35.3973,30.3467,85.19405,42.94635,0.5357,33.562999999999995,41.777300000000004,53.574200000000005,89.7266,49.9324,83.2343,39.4621,62.5112,27.5635,28.14115,76.6166,36.750364024920316,83.08725,30.9473,76.047,20.7738,98.519,54.10290217391305,37.58553333333334,78.93982241379311,24.3382,55.85679999999999,22.486700000000003,78.6878,72.7201,6.3623,54.462900000000005,74.5496,11.25,83.769,29.272944444444445,59.7200612244898,58.595299999999995,8.1323,56.174893749999995,36.839099999999995,59.538668627450974,32.34,3.1809565217391302,62.400909090909096,66.28780652400835,90.9473,0.6748999999999999,28.433450000000004,43.02,92.3246,31.98899,50.04870909090909,60.266666666666666,46.46357272727272,72.5131,95.12560833333333,63.7388,54.426399999999994,69.0582,49.99679999999999,26.2551,93.7421,70.828,89.16629999999999,-4.3639,38.0289,60.9206,12.864999999999998,21.370089340101526,79.39435627520159,78.93043293576132,82.73032633919925,81.64974497557361,87.62163215009723,82.46652727272728,61.78161111111111,81.26575,86.16303183485594,74.1421,50.214825,60.38239166666667,61.613600000000005,67.09469999999999,65.375,68.3838,3.9579999999999997,89.41799999999999,48.5842,30.623,11.894499999999999,50.2979,23.046,53.13553333333333,66.1358,62.7097,38.51,63.57807857142858,1.9140000000000001,64.94630000000001,19.794700000000002,61.6302,33.225,86.0714,43.1488,6.19935,66.0114,24.862792857142857,84.02738125,76.68424999999999,48.617,82.79478214285714,58.959799999999994
