,Model,AILAStatutes,AfriSentiClassification,AlloProfClusteringS2S.v2,AlloprofReranking,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,ArmenianParaphrasePC,BUCC.v2,BelebeleRetrieval,BibleNLPBitextMining,BigPatentClustering.v2,BiorxivClusteringP2P.v2,BornholmBitextMining,BrazilianToxicTweetsClassification,BulgarianStoreReviewSentimentClassfication,CEDRClassification,CLSClusteringP2P.v2,CSFDSKMovieReviewSentimentClassification,CTKFactsNLI,CataloniaTweetClassification,Core17InstructionRetrieval,CovidRetrieval,CyrillicTurkicLangClassification,CzechProductReviewSentimentClassification,DBpediaClassification,DalajClassification,DiaBlaBitextMining,EstonianValenceClassification,FaroeseSTS,FilipinoShopeeReviewsClassification,FinParaSTS,FinancialPhrasebankClassification,FloresBitextMining,GermanSTSBenchmark,GreekLegalCodeClassification,GujaratiNewsClassification,HALClusteringS2S.v2,HagridRetrieval,IN22GenBitextMining,IndicCrosslingualSTS,IndicGenBenchFloresBitextMining,IndicLangClassification,IndonesianIdClickbaitClassification,IsiZuluNewsClassification,ItaCaseholdClassification,JSICK,KorHateSpeechMLClassification,KorSarcasmClassification,KurdishSentimentClassification,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,MacedonianTweetSentimentClassification,MalteseNewsClassification,MasakhaNEWSClassification,MasakhaNEWSClusteringS2S,MassiveIntentClassification,MedrxivClusteringP2P.v2,MultiEURLEXMultilabelClassification,MultiHateClassification,NTREXBitextMining,NepaliNewsClassification,News21InstructionRetrieval,NollySentiBitextMining,NordicLangClassification,NorwegianCourtsBitextMining,NusaParagraphEmotionClassification,NusaTranslationBitextMining,NusaX-senti,NusaXBitextMining,OdiaNewsClassification,OpusparcusPC,PAC,PawsXPairClassification,PlscClusteringP2P.v2,PoemSentimentClassification,PolEmo2.0-OUT,PpcPC,PunjabiNewsClassification,RTE3,Robust04InstructionRetrieval,RomaniBibleClustering,RuBQReranking,SCIDOCS,SIB200ClusteringS2S,SICK-R,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSB,STSBenchmark,STSES,ScalaClassification,SemRel24STS,SentimentAnalysisHindi,SinhalaNewsClassification,SiswatiNewsClassification,SlovakMovieReviewSentimentClassification,SpartQA,SprintDuplicateQuestions,StackExchangeClustering.v2,StackOverflowQA,StatcanDialogueDatasetRetrieval,SwahiliNewsClassification,SwednClusteringP2P,SwissJudgementClassification,T2Reranking,TERRa,TRECCOVID,Tatoeba,TempReasonL1,ToxicConversationsClassification,TswanaNewsClassification,TweetTopicSingleClassification,TwitterHjerneRetrieval,TwitterURLCorpus,VoyageMMarcoReranking,WebLINXCandidatesReranking,WikiCitiesClustering,WikiClusteringP2P.v2,WikipediaRerankingMultilingual,WikipediaRetrievalMultilingual,WinoGrande,XNLI,indonli
87,static-similarity-mrl-multilingual-v1,16.628999999999998,40.455083333333334,20.644399999999997,53.079699999999995,68.012575,47.7162,39.8134,44.107,92.00779999999999,96.580575,37.77348404255319,5.06850211352657,29.509900000000002,29.3004,47.9781,24.3457,39.8352,37.4655,29.6145,23.9258,74.69185,44.783775000000006,-0.4701,45.659,58.7939,45.1758,83.6084,50.0788,75.0713,26.7359,71.6824,29.235850000000003,16.82345,52.1687,21.64078633004926,73.28605,28.20315,49.7724,8.4489,97.271,21.42778241106719,8.022891666666666,56.592549999999996,58.8507,52.0317,25.5718,54.6154,78.6656,3.9224,53.457,60.26669999999999,100.0,85.336,18.841444444444445,41.302867346938775,44.547799999999995,5.2068,59.004943749999995,30.606168750000002,46.35581568627451,27.600599999999996,2.769478260869565,55.645454545454555,42.83457719206681,74.7803,-0.18730000000000002,29.543525,51.18000000000001,93.5965,34.50232,68.81628181818182,54.60625,48.677172727272726,34.3603,90.05803333333334,56.435,47.54571428571428,62.9132,31.855299999999996,38.2996,74.5729,67.1338,89.27137499999999,-3.0762,33.1105,52.593,10.891,5.913661421319797,68.3204,71.57,74.3251,72.8186,82.5291,72.89600909090909,57.25741111111111,71.81565,79.94250000000001,72.0103,50.123275,52.42039166666667,44.690000000000005,32.2949,70.875,56.206100000000006,15.681000000000001,92.1152,30.570000000000004,50.102000000000004,3.0182499999999997,50.98629999999999,12.2317,54.418299999999995,64.92869999999999,58.5183,35.368,50.198103571428575,0.898,60.083,31.848,43.8925,24.82,83.1149,38.475500000000004,6.474216666666667,63.043499999999995,19.651035714285715,81.1353625,65.7781875,48.285,64.7660642857143,51.119099999999996
88,bge-small-en-v1.5,23.005,37.29859671244326,30.676171086717808,61.73575005817769,64.80006105111805,59.52876517144434,57.87440246376474,60.348,87.69268216663345,15.049016003580231,25.962023936170215,1.0501531782029483,30.42334366049125,41.793127547354,33.91844155844155,18.54,34.6154,36.0999,19.98802391271642,21.89453125,69.96328514062388,45.821262351835294,1.5054,14.968,62.900390625,44.7266,83.3496,49.921171171171174,10.786820762906373,28.87530562347188,66.47008447145953,28.935546874999996,13.52276092243459,80.053,12.131737334208912,66.93503709671312,2.978515625,42.45068285280729,23.308348635940177,98.76899999999999,3.7677499730905337,3.196363168771078,3.436556272536648,40.450391215727535,56.39916988838966,23.390957446808507,68.82352941176471,65.03093062307546,3.5002,53.0908203125,59.45143432310015,21.0,90.315,15.878166666666665,18.92626530612245,33.55575065847234,24.2751,61.8887257649551,39.27316851401741,27.797911493987147,36.66103078151083,2.6513043478260867,55.32090909090909,18.240949523152572,43.69140625,-1.3237999999999999,27.699314918278027,52.016666666666666,90.86257309941521,27.066686765943267,61.83770909090909,56.1875,22.93269900362092,58.86762084396301,87.36980490043132,57.42253113234869,51.72009913339613,64.73945228373191,50.381868131868124,24.048582995951413,69.99492674818802,57.77070063694267,86.87571621548489,-5.7718,36.6710154976586,38.371107510545606,20.518,8.294137615416528,79.40992826837397,77.44334044593039,82.97998550645033,81.83539566263664,87.26544426377639,39.24208065628188,46.92584725074835,45.11474692240475,85.86295017067542,76.29930919465497,50.10253906249999,38.125228666817684,34.48993358771788,38.125,55.00000000000001,54.74121093749999,3.553,96.67083203864044,57.29472500253643,78.046,14.22775,48.603515625,26.851315295833988,53.84173112941296,63.0039664997995,44.15098010929563,75.52499999999999,5.492721031046367,1.415,65.478515625,27.063655030800827,73.0124040165387,27.246,84.83865792306811,30.604219666574906,8.857362405318568,80.95083907546541,24.619892316287597,72.74952215608465,52.628750000000004,10.283000000000001,59.99366405237894,47.885585441908354
89,sentence_croissant_alpha_v0.3,22.549,41.66130833333333,39.5514,68.30621526032894,64.5816,55.098400000000005,51.5448,44.385000000000005,84.6273,74.808325,34.71818617021277,2.5299959541062798,28.1005,35.328700000000005,19.9051,14.2871,41.8132,33.6132,28.1994,22.0215,71.18945,48.909075,2.7576,29.787999999999997,57.182599999999994,42.666,87.0557,50.1351,78.0562,28.3007,57.299299999999995,26.52835,2.26365,71.0424,11.86622679899546,74.3432,16.01075,44.6965,26.667800000000003,98.68299999999999,3.209528656126482,0.555025,2.6021155172413795,46.0076,56.165,24.4149,61.9457,65.09819999999999,3.0682,52.026399999999995,61.424299999999995,27.500000000000004,89.96300000000001,17.084944444444446,28.69707142857143,42.6514,23.783199999999997,75.1658767772512,34.80981875,38.71588529411765,32.435399999999994,3.5009565217391305,56.50181818181819,20.380042066805846,62.329100000000004,-1.9703,25.881500000000003,58.473299999999995,86.2573,30.253830000000004,50.02314545454545,56.15625000000001,21.535763636363637,51.592000000000006,89.305375,62.4124,57.90353571428572,68.2655,42.4876,26.1741,73.6183,63.6306,87.278875,-4.3601,32.2263,60.197199999999995,15.312999999999999,12.330240609137055,68.8972,68.34989999999999,82.60889999999999,75.9534,82.8973,59.32438181818181,62.48316111111111,51.18495000000001,82.19030000000001,78.6794,50.0769,42.7803,41.7975,35.5518,70.75,56.123,8.497,90.6748,49.2321,75.374,12.1565,56.079100000000004,29.073950000000004,53.62836666666667,64.0159,53.7633,60.587,17.38800267857143,1.849,63.7988,25.831599999999998,67.0053,7.462000000000001,83.8207,35.0738,7.9047833333333335,73.0891,25.8457,73.22870625,60.561437500000004,35.619,59.83018571428571,50.68939999999999
90,gte-small,24.066000000000003,37.23224999999999,32.6709,65.4768,65.3082625,58.3687,57.3318,55.440999999999995,87.5452,15.745925,27.277037234042556,1.4799478260869565,29.7958,41.3885,31.1157,18.5596,33.6813,34.644000000000005,20.3008,21.875,70.6136,46.342225,0.8243,23.535,64.9854,44.6436,82.6172,49.8874,10.143,28.7775,63.9784,28.06885,14.35235,81.8595,12.413897995750025,68.23140000000001,2.9956000000000005,42.2762,22.0395,98.694,3.056419169960474,1.882025,3.2783620689655173,36.7999,55.4464,23.75,66.8326,65.81280000000001,3.6672000000000002,53.613299999999995,57.906400000000005,35.25,92.007,14.92511111111111,19.401612244897958,33.5996,21.9417,63.24435,37.91106875,27.345166666666664,37.2048,2.515826086956522,54.39909090909091,18.321058872651356,43.247099999999996,0.392,29.495550000000005,52.8833,91.155,27.73929,63.32396363636364,54.55,26.310745454545454,60.857099999999996,87.45896666666665,61.0657,52.67115,67.2617,49.853,22.3684,68.691,62.1656,85.88685000000001,-5.9255,38.3283,35.2335,21.382,8.231990862944162,77.92985224770254,75.1221970851712,85.08683458043946,81.03453291428589,88.31966852492485,87.59086606735383,52.69768888888889,47.27439999999999,85.57014313159492,72.35629999999999,50.09155,37.037483333333334,32.0169,36.5186,47.875,54.7852,2.9690000000000003,95.5743678558349,57.681400000000004,78.119,6.31125,49.2432,27.650050000000004,53.42313333333334,62.0753,45.189299999999996,66.52900000000001,5.370124107142858,1.518,70.3302,28.9117,71.4944,13.353000000000002,85.08006075642194,31.673299999999998,7.541066666666667,83.774,24.488192857142856,72.59290625,53.64656250000001,13.309000000000001,59.38959642857142,47.7793
91,mmlw-e5-small,22.103,38.630291666666665,32.9093,47.9209,63.641999999999996,59.169000000000004,54.112899999999996,58.723000000000006,88.6537,12.886224999999998,22.8658670212766,0.9494416062801933,39.8505,40.8031,22.0549,20.4395,34.3407,34.2667,20.8497,22.4561,71.3083,44.592124999999996,-2.8666,0.098,56.2354,43.1152,88.2568,50.3041,7.725,30.0,55.6211,28.439950000000003,10.38475,78.2067,13.172361593257992,56.1238,2.61715,56.2898,21.7193,98.292,11.669475691699605,3.2605583333333334,6.105221551724138,53.2162,58.5158,24.0426,81.58370000000001,46.1134,4.7423,52.7979,58.64620000000001,26.5,89.887,3.891111111111111,15.670071428571427,36.8481,20.7444,66.297725,42.543012499999996,32.965650000000004,36.8133,2.7473043478260872,55.95363636363636,20.18352254697286,69.6387,-0.413,26.035074999999996,51.9767,81.32310000000001,28.31705,47.936781818181814,57.762499999999996,18.387454545454542,61.012,85.86113333333333,63.11323486823051,50.65450714285714,71.91929999999999,49.71475,40.32388663967612,91.67699999999999,68.8535,87.66717500000001,-9.9063,36.9122,17.4419,6.36,9.399734010152283,78.5342,77.0012,82.0848,80.33409999999999,85.9778,40.49874545454546,51.83228333333333,28.834000000000003,84.3509,71.9007,50.1416,34.508125,38.4173,42.8564,74.125,54.9609,8.703,95.3685,54.517700000000005,65.637,17.7095,55.4492,27.381,54.8639,52.5557,48.3142,38.702,7.093005357142858,0.8880000000000001,63.48629999999999,26.0164,72.09689999999999,8.015,83.99940000000001,17.2232,12.017516666666667,81.167,24.971649999999997,62.128931249999994,32.422062499999996,42.409,57.79566428571429,49.5157
92,sentence_croissant_alpha_v0.4,22.533,40.95166666666667,40.9753,68.79422871247168,62.8310375,58.5928,54.4624,52.089,83.9914,74.555825,34.4078829787234,2.757259722222222,31.8477,37.394800000000004,16.538,13.7061,40.714299999999994,33.9957,28.145300000000002,21.909200000000002,72.5604,49.06255,5.8187999999999995,24.07,52.9053,42.6221,87.3193,49.8986,73.98179999999999,29.401,52.837199999999996,26.72605,-0.40825,72.5133,11.792108565150198,71.85085,17.21435,43.770900000000005,27.1876,98.322,3.219467984189723,-0.8201333333333333,2.693218103448276,43.278299999999994,54.467299999999994,23.483999999999998,65.70139999999999,64.039,2.8472999999999997,52.1143,59.2803,30.75,89.154,16.768833333333333,29.398153061224484,44.135200000000005,26.046999999999997,74.28909952606635,34.59284375,37.63651862745098,33.7423,3.7069565217391305,57.07,20.917998068893528,62.81250000000001,-2.6842,23.75005,56.65,81.7251,29.61778,44.733609090909084,55.31875000000001,20.09819090909091,50.0679,88.847275,61.2945,58.96729285714286,67.7372,43.53895,29.8178,71.55709999999999,62.229299999999995,87.3424,-3.3777,33.1498,59.305600000000005,15.231,11.747008121827411,67.63090000000001,65.681,81.26050000000001,74.0395,80.7361,56.89982727272728,64.40666666666667,46.67085,79.7631,78.4478,50.122049999999994,40.8942,39.6275,34.9805,73.125,56.9873,6.311,89.3511,50.2529,77.473,16.21625,55.4639,27.7772,53.16993333333334,63.281600000000005,52.2643,60.495,16.665503571428573,1.8689999999999998,59.1699,25.811099999999996,68.5706,8.459999999999999,83.73230000000001,34.9497,8.406366666666667,72.97540000000001,25.723214285714285,73.48941875,60.179125,46.556999999999995,59.159053571428565,50.1934
93,MedEmbed-small-v0.1,23.633000000000003,37.21038333333333,31.3629,62.975300000000004,64.45552500000001,60.553599999999996,57.123000000000005,61.587,87.67099999999999,14.031625,25.42809042553192,0.8758163647342996,32.974599999999995,41.4489,32.6538,18.2031,36.3187,35.286899999999996,19.1179,21.5137,70.40729999999999,45.506750000000004,0.7048,15.128,62.958999999999996,44.4922,84.0723,50.23649999999999,11.6227,28.313,66.0398,28.481449999999995,12.424650000000002,82.1599,11.292109502076691,67.96175,2.6221,42.2989,21.8092,98.843,3.452632806324111,-0.0814083333333332,2.6576422413793104,40.5428,55.8298,24.0824,67.8281,64.2204,3.1026000000000002,53.105500000000006,59.0287,15.75,91.864,13.630722222222225,18.335051020408162,33.5031,24.5712,61.834906249999996,38.876,27.644527450980387,36.68359142642706,2.5248695652173914,55.26181818181818,17.33341795407098,43.9209,0.0344,26.9573,51.160000000000004,91.30120000000001,26.738629999999997,60.60925454545454,55.385416666666664,20.512536363636364,59.940000000000005,87.10155833333334,58.87050000000001,52.41354285714286,64.99669999999999,51.1479,23.2389,68.1429,58.4076,86.6121,-5.7734,36.735099999999996,36.0039,20.278,9.09611421319797,79.65689515219194,76.22109828443048,83.4553090866614,80.39864986197945,86.40909639583371,25.761042651884647,47.25213888888889,44.41125,84.81184678969443,76.0943,50.1367,38.25886666666667,34.639199999999995,38.3984,51.125,55.02439999999999,3.212,96.16611732034019,57.12310000000001,75.601,11.78125,47.612300000000005,29.49655,54.854533333333336,61.6567,44.1104,77.699,5.2098973214285715,1.4080000000000001,65.8447265625,26.365499999999997,73.4554,16.8,84.98986658033178,29.2151,8.059266666666666,81.9354,24.41427857142857,72.16664375,52.291062499999995,9.621,58.924992857142854,48.0551
94,sentence_croissant_alpha_v0.2,20.114,39.86799166666666,39.428200000000004,67.23549444979429,62.77159999999999,59.5187,54.8091,48.372,84.7427,75.407725,32.862194148936176,2.8513489734299515,32.1243,37.5165,24.6943,13.305700000000002,41.153800000000004,33.772600000000004,30.954900000000002,21.9434,71.48055,49.116025,5.0609,24.557000000000002,59.467800000000004,43.2666,86.9141,49.5383,75.477,28.7042,57.895700000000005,27.04835,-2.8233,69.7615,11.33923559837728,71.06555,15.664050000000001,43.027300000000004,27.022800000000004,98.512,3.7966691699604738,2.5421166666666672,2.8246008620689653,45.788000000000004,55.8357,24.1755,69.90950000000001,65.5961,3.1419,52.929700000000004,60.3221,37.25,88.93299999999999,14.463944444444444,26.914785714285717,42.625099999999996,22.8951,73.17535545023696,37.15418125,37.85511764705882,33.819300000000005,3.475739130434783,56.59545454545455,20.70442061586639,64.06739999999999,0.6465000000000001,24.98975,58.7967,89.3275,30.714619999999996,46.851445454545456,55.99375,22.545518181818185,51.7682,88.97380833333334,61.6392,59.40555,68.548,44.8782,32.712599999999995,70.5414,62.99360000000001,86.63965,-6.7609,32.468399999999995,58.3846,14.885000000000002,11.778253299492386,64.878,65.54759999999999,78.9081,71.5049,79.9044,58.70720909090908,59.909805555555565,46.9626,77.14760000000001,78.3415,50.192875,43.53605833333333,40.3897,36.132799999999996,72.875,57.709999999999994,6.645,87.74499999999999,49.9431,77.077,9.03225,56.4795,28.967299999999994,53.1038,62.8806,52.9397,55.811,18.04393214285714,0.7969999999999999,63.242200000000004,25.2361,68.4879,7.273000000000001,82.7212,34.300000000000004,8.60115,67.62650000000001,25.261857142857142,74.1896625,61.0714375,32.151,59.131674999999994,50.41179999999999
95,granite-embedding-125m-english,30.845,39.068291666666674,40.1575,70.5727,60.8162375,57.2516,57.349799999999995,58.401,88.50479999999999,22.473399999999998,33.373755319148934,4.106655193236715,29.579499999999996,40.634100000000004,42.4857,18.9893,33.9011,33.5494,17.4454,20.7422,69.44635,45.849275,0.8416,2.9819999999999998,62.1143,42.641600000000004,87.6221,50.3041,12.982,28.044000000000004,54.496199999999995,25.9717,12.41675,69.6246,16.308886660871245,61.6844,3.3154500000000002,45.3187,24.282899999999998,98.78099999999999,7.108380237154151,2.2727500000000003,2.9416456896551724,72.17240000000001,57.32509999999999,21.516,49.4118,76.17779999999999,5.0172,53.8818,63.3166,38.75,92.245,16.346333333333334,22.901714285714288,36.1457,23.548099999999998,63.85195625,41.0899625,30.619886274509806,36.0757,3.0915652173913046,53.96636363636363,22.22038909185804,48.627900000000004,0.7361000000000001,31.085774999999998,48.4667,88.30409999999999,25.799329999999998,60.65090909090909,51.57708333333334,26.697754545454544,51.917199999999994,86.501025,57.431200000000004,54.608328571428565,67.2903,45.4043,17.874499999999998,67.96459999999999,61.0191,85.95685,-5.4357999999999995,41.487899999999996,36.2986,24.146,10.774616751269036,71.2001,65.9247,81.7525,74.2305,84.1271,41.156262500000004,52.14400555555555,51.228300000000004,79.6569,62.5206,50.047625,42.354691666666675,37.8136,37.431599999999996,51.625,55.9619,0.638,95.4074,61.5845,89.846,30.71375,53.2324,23.888499999999997,54.0558,62.8591,46.5872,69.259,7.926395535714286,1.434,59.7607,23.244400000000002,71.3585,5.915,82.53160000000001,30.7051,6.456166666666667,71.578,25.61585714285714,69.027975,52.696875,37.477,55.906553571428574,47.2625
96,e5-small,20.782999999999998,38.592083333333335,30.465799999999998,59.863299999999995,66.151325,54.796,54.653,46.693,88.2041,24.795775,26.04653989361702,1.672435144927536,28.822300000000002,38.16344531951946,40.2706,19.0381,30.7692,31.089299999999998,12.864900000000002,22.050800000000002,73.23774999999999,45.685525,-0.5372,1.5070000000000001,37.2559,44.4922,89.1846,49.8311,23.096700000000002,29.327599999999997,67.10350000000001,28.759800000000002,15.7889,80.1413,15.116529689461991,68.98440000000001,1.7773499999999998,41.403600000000004,20.7176,98.545,5.000979446640316,3.2111,5.05454224137931,41.4988,56.8099,24.375,50.407199999999996,52.817,4.9239,54.5312,58.3744,37.75,90.205,13.996111111111109,18.61634693877551,29.8859,18.3631,58.863825000000006,37.36984375,26.294702941176467,34.45973726395133,2.683391304347826,54.69636363636364,22.06728298538622,43.6572,0.8654000000000001,30.349999999999998,53.5,93.1579,28.63384,68.14484545454546,57.50000000000001,28.481245454545455,61.782199999999996,87.81661666666666,64.07469999999999,52.753142857142855,66.116,52.29395,26.801599999999997,78.5408,57.2611,86.220075,-4.6914,38.4476,17.6312,16.419,7.8539258883248735,78.9003023008781,75.1883451602451,81.79962989974364,78.48371403924872,87.49276894673142,87.94243515296604,50.86858888888889,32.500750000000004,86.36336704300167,77.6992,49.9878,36.837891666666664,37.1438,36.1377,46.25,55.800799999999995,4.315,95.32449994414968,48.324681373993286,71.501,7.65425,48.876999999999995,17.99015,51.981966666666665,58.806599999999996,46.9144,76.777,7.7384625,1.704,72.76460000000002,30.1232,66.6332,19.154,85.78879502899773,21.712400000000002,7.3924,66.9485,22.860007142857143,70.41503125,54.1130625,46.726,59.909825,47.8641
97,mmlw-roberta-base,18.814,39.24498333333333,32.238699999999994,50.4514,65.38629999999999,60.6571,53.796,59.992999999999995,82.9569,13.006325000000002,23.265039893617022,1.464384963768116,35.4691,41.875299999999996,31.715500000000002,16.743199999999998,31.703300000000002,33.9904,10.1686,22.251,73.76875000000001,45.625175,-1.8321,0.13699999999999998,15.551799999999998,43.7061,86.2451,50.1014,5.029,29.0831,66.5164,28.464350000000003,6.7164,79.9956,12.707233888727906,65.01065,2.42675,45.758700000000005,21.1766,98.687,7.143563241106719,7.787466666666668,5.3657724137931035,15.1095,56.5501,24.2287,84.2081,1.9684,2.052,52.607400000000005,58.369400000000006,25.75,90.864,5.236722222222222,14.366255102040814,28.8762,19.5516,61.59915625,41.8126125,27.421659803921568,37.5717,2.806608695652174,55.90090909090909,18.215324269311065,40.752,-0.316,28.317200000000003,49.62,90.1316,29.37656,62.165136363636364,58.02291666666667,21.776518181818183,57.8371,85.85046666666668,65.87315377932232,49.85868571428572,72.1831,54.1131,46.59919028340081,92.9657,68.9172,87.42927499999999,-8.1814,37.1307,15.8692,5.702,8.06195228426396,80.6494,77.8013,84.2942,82.6476,88.17,35.630545454545455,48.12725,2.73505,86.4214,67.3884,50.113525,25.189224999999997,33.5972,38.4717,71.625,56.2207,6.707000000000001,96.1705,54.2221,70.095,17.88,51.7383,24.77515,51.99079999999999,54.9738,45.2103,41.243,7.1209428571428575,1.39,65.4199,26.961000000000002,72.2209,22.752,85.6037,14.558599999999998,8.3162,87.0219,24.50592142857143,62.459175,36.243375,7.959,57.38126785714286,48.4787
98,snowflake-arctic-embed-l,27.365000000000002,39.50071666666666,37.7951,70.0967,58.34545,56.3437,58.2928,59.086000000000006,86.661,18.114624999999997,31.208662234042556,0.931565157004831,22.345100000000002,38.8528,26.2686,23.2031,33.955999999999996,31.0733,18.8057,21.8359,71.2475,46.7506,2.1006,1.8800000000000001,54.018600000000006,43.1592,86.6113,50.3041,13.1656,29.486600000000003,59.064499999999995,26.779799999999998,18.348550000000003,69.0239,11.178552231237324,53.830650000000006,3.3911,44.742,25.8149,98.795,3.1988843873517783,10.954291666666666,1.776551724137931,44.2633,55.9555,25.0399,66.2443,59.806000000000004,4.1679,52.5146,60.0302,38.5,93.43599999999999,18.58627777777778,24.280020408163264,28.9816,18.9813,61.11703125,38.63116875,27.39723529411765,34.4783,2.6953913043478264,55.27909090909091,17.786839770354902,54.3604,0.1653,21.115325,55.25,86.1111,26.83742,64.83054545454546,56.77708333333334,24.681136363636362,60.53190000000001,84.862875,63.9328,53.075657142857146,64.27629999999999,43.68315,27.1862,73.3093,64.4586,86.0692,-6.7457,35.8809,32.9512,21.361,7.890084771573604,69.32425977603488,67.85470749045027,77.48991626780108,69.77157648098141,80.16458787843023,82.28085055047386,43.44371666666667,29.897000000000002,75.67875747588545,60.4409,50.01219999999999,31.926433333333332,37.546800000000005,36.9922,44.875,56.855500000000006,0.65,95.22680188132777,56.686899999999994,89.673,21.021,49.2969,19.68925,52.964600000000004,56.4014,47.7863,80.716,4.1422848214285715,1.73,64.7092,25.9138,68.96039999999999,7.392,84.84152743322608,27.969,8.00015,85.5314389263015,23.510085714285715,70.21168125,54.82225,43.3,55.76461785714286,48.4923
99,voyage-large-2-instruct,40.747,43.2003,48.0368,,77.31615000000001,58.827,58.2597,58.61300000000001,92.1954,97.580375,,7.15018466183575,,44.3318,34.658899999999996,17.153299999999998,67.2527,45.0319,,37.1436,78.9528,50.2607,,,48.6719,56.049800000000005,89.7363,50.0225,73.95190000000001,39.2665,73.50710000000001,36.911649999999995,17.5537,82.6855,32.156788498502856,84.0449,,54.0516,28.522100000000002,98.87,17.629316600790514,6.88005,24.98404310344828,70.3981,57.4156,26.2633,,81.27459999999999,6.9072,57.651399999999995,61.9678,,95.32300000000001,,,50.5004,,,38.759925,51.055738235294115,39.5766,,63.06545454545455,49.12096450939457,88.5352,,31.134475000000002,57.166700000000006,91.0819,,58.03091818181818,63.99583333333333,49.86369090909091,47.896899999999995,92.9509,65.349,59.14977857142858,70.8681,56.842499999999994,33.8866,88.77770000000001,,88.02525,,39.5794,70.5939,24.323,25.2623076142132,81.92150000000001,73.33804727079534,84.9568,82.6724,87.6434,74.88503636363636,70.29587777777778,80.55449999999999,87.5854,78.82010000000001,50.389424999999996,56.074925,47.186,,58.875,83.04690000000001,0.303,95.8253,57.42359999999999,,,,35.569700000000005,56.96466666666667,,56.4331,85.06700000000001,42.785308928571425,1.098,69.3896,,69.5334,78.484,88.6603,53.8107,,,27.841657142857144,84.881525,83.87106250000001,28.753,64.10096428571428,50.9135
100,Ivysaur,27.878999999999998,37.114333333333335,28.917900000000003,59.022600000000004,66.3299875,57.322799999999994,53.542199999999994,55.783,87.8657,13.457425,22.698018617021276,1.1730484903381642,29.9989,41.4341,34.4061,20.3418,32.6374,32.9224,17.7264,21.166999999999998,71.3715,44.0623,-0.9641000000000001,15.753,63.46190000000001,43.295899999999996,90.0342,50.6306,8.822199999999999,28.7042,69.9027,27.326700000000002,10.21665,76.2102,10.20969399449435,68.1034,3.3252000000000006,41.5933,15.7886,98.74000000000001,4.560325296442688,0.25066666666666654,3.3320698275862064,42.7457,54.121300000000005,25.4521,82.48870000000001,67.5797,2.8081,54.3604,56.2808,38.25,90.486,11.790555555555555,16.40819387755102,36.3126,19.5951,60.20488125,36.85791875,34.52362647058823,36.6592,2.466869565217391,54.86363636363637,16.07723298538622,45.0586,-0.9284000000000001,29.859049999999996,52.26,90.3509,28.37691,58.507090909090905,53.26875,21.657563636363637,58.323899999999995,87.65358333333334,60.5908,52.12865,63.342,50.2834,29.392699999999998,70.3634,63.375800000000005,85.7082,-4.7622,37.7818,32.507000000000005,18.636,5.606393908629442,75.63155962642634,68.58158236004101,80.54473705232682,77.628680514703,86.15687211744392,88.5704237984555,52.105038888888885,46.29725,84.24952159575491,67.71249999999999,50.0659,37.57251666666666,35.0818,38.3936,76.625,53.710899999999995,1.48,95.11999931294784,51.239599999999996,72.512,12.814,48.7451,20.0671,53.43483333333333,60.909,44.1301,60.324,4.643772321428571,0.88,65.458984375,26.1191,66.9817,11.278,85.08920672765427,30.316599999999998,8.615283333333332,81.04010000000001,23.708299999999998,73.0623375,49.5950625,14.334,58.89008571428571,48.490100000000005
101,snowflake-arctic-embed-m-long,21.624,39.396800000000006,35.9116,58.235099999999996,58.4447875,57.266799999999996,55.4602,60.364,87.5138,15.08535,30.272880319148936,0.8844482487922707,29.498799999999996,37.2768,30.488100000000003,19.6387,31.8681,31.960699999999996,17.7757,21.25,73.46629999999999,47.711000000000006,0.6299,0.4,58.79879999999999,43.6084,89.668,50.0788,8.969299999999999,30.0367,59.8146,26.8164,9.2913,69.20490000000001,12.361457224958949,57.06675,1.4404,48.1259,23.526,98.847,3.7987355731225296,10.010741666666668,2.2610672413793105,46.252900000000004,53.75020000000001,24.9468,41.629,60.1388,5.1301,51.5479,60.5234,36.0,93.313,12.649055555555556,22.7235,32.3003,22.7688,77.57383966244727,24.414348715238184,27.962846078431376,34.8386,2.126434782608696,55.18545454545455,18.661414300626305,55.1709,-0.3927,24.0211,48.13,85.89179999999999,25.64091,62.33441818181817,56.295833333333334,28.069272727272725,59.868,86.05435,63.3131,52.37563571428571,64.0907,45.31185,29.9798,71.34230000000001,66.7516,85.76435000000001,-5.9046,34.3107,30.620199999999997,20.47,7.9127111675126915,70.91162732446628,66.10824660353681,79.82293444619499,73.63809739428072,83.23485786963107,80.59196586367551,37.56122222222223,37.60015,77.89671867168987,68.1952,50.1062,38.0687,40.212599999999995,38.4814,41.375,55.91310000000001,2.574,94.67482871230737,57.1214,89.846,10.3455,45.488299999999995,22.719050000000003,52.83646666666666,55.1705,46.342299999999994,81.69800000000001,3.11336875,1.5699999999999998,66.739,23.7782,70.5966,11.559,85.20971719214488,25.551800000000004,11.033116666666666,85.63474850264893,23.223,69.32105625,48.369625,64.711,56.72707499999999,48.8977
